type,queue,priority,language,tag_1,tag_2
Change,IT Support,medium,en,Feedback,Feature
Problem,IT Support,medium,en,Security,Incident
Incident,Technical Support,low,en,Security,Hardware
Problem,Customer Service,high,de,Technical,Bug
Request,Product Support,medium,en,Security,Technical
Request,Product Support,medium,en,Technical,Integration
Problem,Customer Service,medium,en,Login,Performance
Request,IT Support,high,en,Feedback,Product
Request,Technical Support,high,en,Customer,Product
Request,Billing and Payments,high,de,Feedback,IT
Request,Billing and Payments,high,en,Billing,Payment
Problem,Product Support,medium,en,Security,Bug
Incident,Technical Support,high,de,Bug,Crash
Request,Product Support,medium,de,Feature,Product
Request,Customer Service,medium,en,Customer,Marketing
Incident,IT Support,medium,en,Login,Disruption
Change,Service Outages and Maintenance,high,en,Outage,Disruption
Request,Product Support,medium,en,Feedback,Sales
Incident,Customer Service,medium,de,Network,Performance
Incident,Returns and Exchanges,high,de,Technical,Integration
Request,Customer Service,high,en,Feedback,Sales
Problem,Technical Support,high,en,Crash,Technical
Incident,Technical Support,high,en,Crash,Outage
Change,Product Support,medium,en,Feature,Feedback
Incident,Service Outages and Maintenance,low,de,Bug,Network
Incident,Product Support,low,de,Login,Issue
Request,Customer Service,high,en,Feedback,Sales
Problem,Customer Service,low,de,Bug,Crash
Problem,Technical Support,medium,de,Login,Performance
Problem,Product Support,medium,de,Bug,Security
Problem,Product Support,low,de,Technical,Integration
Incident,Technical Support,medium,en,Bug,Performance
Request,Billing and Payments,high,en,Customer,Strategy
Incident,Technical Support,medium,de,Technical,Bug
Incident,Technical Support,high,en,Security,IT
Problem,Customer Service,medium,de,Customer,Technical
Problem,IT Support,low,de,Network,Performance
Request,Returns and Exchanges,high,de,Feedback,Documentation
Incident,Product Support,medium,en,Bug,Performance
Problem,Billing and Payments,high,en,Billing,Account
Incident,Product Support,medium,en,Customer,Performance
Problem,Technical Support,medium,en,Technical,Outage
Request,Billing and Payments,medium,de,Customer,Pricing
Incident,Service Outages and Maintenance,high,de,Outage,Disruption
Change,Technical Support,low,en,Feature,IT
Problem,Technical Support,high,en,Performance,Network
Incident,Technical Support,medium,en,Outage,Performance
Problem,Customer Service,low,de,Feedback,Performance
Change,IT Support,high,en,Feature,Feedback
Request,Customer Service,low,en,Feedback,Sales
Incident,Human Resources,low,en,Security,Virus
Request,Billing and Payments,high,en,Sales,Feedback
Request,Technical Support,medium,en,Customer,Strategy
Request,Billing and Payments,medium,de,Payment,Customer
Incident,Technical Support,high,de,Technical,Outage
Request,Billing and Payments,medium,de,Billing,Payment
Incident,Technical Support,medium,de,Customer,Feedback
Change,General Inquiry,low,en,Feature,Feedback
Request,Customer Service,low,en,IT,Tech Support
Problem,Product Support,low,en,Technical,Customer
Incident,Technical Support,medium,en,Outage,Performance
Problem,Product Support,high,en,Bug,Performance
Problem,Technical Support,high,de,"Technical,Customer,Bug,Outage,Resolution",None
Incident,Technical Support,medium,en,Bug,Performance
Problem,Technical Support,medium,en,Crash,Outage
Request,Customer Service,medium,de,Technical,Security
Problem,Customer Service,high,de,Technical,Plugin
Incident,Technical Support,medium,de,Performance,Bug
Incident,Technical Support,high,de,Technical,Crash
Request,Customer Service,medium,de,Customer,Product
Incident,Technical Support,low,en,Technical,Security
Request,Product Support,medium,de,Technical,Security
Request,Customer Service,medium,en,Feedback,Sales
Incident,Technical Support,high,en,Security,Account
Request,IT Support,low,de,Technical,Product
Incident,Sales and Pre-Sales,medium,de,Security,Alert
Request,Billing and Payments,low,de,Billing,Payment
Change,Service Outages and Maintenance,high,de,Performance,Feature
Problem,Technical Support,high,en,Security,IT
Incident,Technical Support,high,de,Performance,Bug
Change,Product Support,medium,en,Feature,Feedback
Incident,Technical Support,medium,de,Technical,Integration
Incident,Technical Support,high,de,Outage,Disruption
Request,Customer Service,medium,de,Backup,Security
Change,General Inquiry,medium,de,Security,IT
Incident,Service Outages and Maintenance,medium,en,Technical,Outage
Request,Technical Support,high,de,Feedback,Feature
Request,Returns and Exchanges,low,en,Technical,Product
Request,IT Support,high,en,Technical,Customer
Request,Billing and Payments,medium,en,Billing,Payment
Request,Technical Support,high,en,Documentation,Feature
Incident,IT Support,medium,de,Customer,Outage
Request,Product Support,medium,en,Security,Documentation
Change,Technical Support,medium,de,Customer,Product
Incident,Service Outages and Maintenance,high,de,Outage,Maintenance
Change,Product Support,high,en,Feature,Feedback
Problem,IT Support,medium,en,Network,Performance
Incident,IT Support,medium,en,Security,IT
Problem,Human Resources,low,de,Technical,Integration
Incident,Technical Support,high,en,Crash,Software
Incident,Technical Support,high,de,Crash,Hardware
Request,Customer Service,medium,en,Feature,Documentation
Request,Technical Support,medium,en,Feedback,Documentation
Request,Returns and Exchanges,medium,en,Feature,Product
Change,Customer Service,low,en,Feature,Feedback
Incident,Billing and Payments,low,en,Billing,Payment
Problem,Technical Support,medium,en,Security,IT
Incident,Service Outages and Maintenance,medium,en,Technical,Bug
Incident,Human Resources,low,en,Security,Alert
Problem,IT Support,high,en,Technical,Connectivity
Problem,Technical Support,medium,en,Technical,Bug
Request,Customer Service,medium,en,Feature,Documentation
Incident,Service Outages and Maintenance,low,en,Technical,Bug
Incident,Customer Service,low,en,Login,Maintenance
Request,Customer Service,low,de,Feedback,IT
Request,Product Support,medium,en,Feature,Product
Incident,Billing and Payments,medium,en,Security,Virus
Problem,IT Support,high,en,Technical,Product
Problem,Billing and Payments,medium,de,Billing,Refund
Request,Billing and Payments,medium,en,Payment,Billing
Incident,Product Support,high,en,Technical,Bug
Request,Technical Support,high,en,Documentation,Tech
Request,Billing and Payments,high,en,Feedback,Sales
Request,Product Support,low,en,Feature,Feedback
Request,Product Support,medium,de,Feature,Feedback
Incident,Technical Support,high,de,Outage,Incident
Incident,Customer Service,low,en,Performance,Network
Incident,Service Outages and Maintenance,high,en,Outage,Technical
Request,Customer Service,medium,en,Feedback,IT
Incident,Customer Service,medium,en,Technical,Integration
Incident,Billing and Payments,medium,en,Billing,Payment
Incident,Returns and Exchanges,high,en,Technical,Docker
Change,IT Support,high,en,Feature,Feedback
Incident,Technical Support,high,en,Security,Network
Incident,Technical Support,medium,de,Security,IT
Request,Customer Service,medium,en,Feature,Documentation
Request,Technical Support,medium,en,Feedback,Sales
Incident,IT Support,medium,de,Technical,Network
Problem,Technical Support,low,en,Technical,Bug
Problem,Technical Support,high,en,Security,IT
Incident,Product Support,low,en,Technical,Bug
Incident,Product Support,high,de,Performance,Bug
Incident,Product Support,high,en,Technical,Bug
Request,IT Support,medium,de,Security,Bug
Request,Product Support,medium,de,Feedback,IT
Request,Product Support,medium,en,Feedback,Sales
Request,Returns and Exchanges,high,en,Feature,Feedback
Request,Customer Service,high,de,Feedback,Sales
Change,Billing and Payments,medium,de,Billing,Payment
Incident,Returns and Exchanges,medium,en,Security,Breach
Problem,Technical Support,high,de,Performance,Network
Request,Technical Support,high,en,Feedback,Sales
Incident,Technical Support,low,de,Bug,Performance
Incident,Technical Support,medium,de,Technical,Bug
Incident,Technical Support,low,en,Technical,Bug
Incident,Product Support,medium,de,Product,Bug
Request,Technical Support,low,en,Feature,Documentation
Problem,Billing and Payments,medium,en,Billing,Payment
Incident,Customer Service,medium,en,Feedback,Sales
Incident,Technical Support,high,en,Feedback,Performance
Incident,IT Support,medium,en,Performance,Bug
Problem,Product Support,low,de,Technical,Security
Request,Billing and Payments,medium,en,Billing,Payment
Incident,Returns and Exchanges,low,en,Technical,Integration
Incident,Product Support,low,de,Security,IT
Incident,Product Support,medium,en,Performance,Bug
Incident,IT Support,high,de,Technical,Hardware
Request,Customer Service,medium,en,Feedback,Sales
Request,Customer Service,high,en,Security,Customer
Change,Technical Support,medium,en,Security,Hardware
Request,Technical Support,low,de,Tech Support,Performance
Request,Product Support,low,de,Technical,Customer
Request,Customer Service,medium,de,Security,Hospital
Request,Returns and Exchanges,high,en,Technical,Security
Incident,IT Support,medium,en,Performance,Bug
Incident,Billing and Payments,medium,en,Billing,Payment
Change,Customer Service,low,de,Customer,Product
Request,Technical Support,low,en,Customer,Strategy
Request,Technical Support,high,en,Sales,Ecommerce
Incident,Returns and Exchanges,low,en,Security,Breach
Problem,Technical Support,medium,en,Network,Performance
Request,Service Outages and Maintenance,high,en,Technical,Product
Request,Sales and Pre-Sales,medium,en,Feature,Feedback
Incident,Product Support,medium,en,Bug,Performance
Incident,Product Support,medium,de,Technical,Bug
Problem,IT Support,high,de,Security,Bug
Incident,Technical Support,high,en,Technical,Database
Incident,Customer Service,low,en,Technical,Hardware
Problem,IT Support,low,de,Technical,Bug
Change,Product Support,low,en,Technical,Security
Request,Technical Support,high,en,Technical,Product
Incident,IT Support,medium,de,Technical,Bug
Request,Returns and Exchanges,low,de,Customer,Product
Problem,Product Support,high,de,Bug,Performance
Request,Sales and Pre-Sales,low,en,Security,Documentation
Change,Sales and Pre-Sales,low,en,Sales,Documentation
Incident,Technical Support,high,en,Technical,Bug
Request,Customer Service,low,en,Technical,Product
Problem,Technical Support,medium,en,Bug,Performance
Incident,Customer Service,high,en,Security,Breach
Incident,Technical Support,high,de,Outage,Customer
Incident,Technical Support,high,de,Bug,Performance
Change,IT Support,high,en,Technical,Product
Problem,Technical Support,high,de,Security,Bug
Incident,Technical Support,high,en,Security,Virus
Request,Technical Support,high,de,Backup,Security
Request,IT Support,low,en,Feedback,Sales
Incident,Product Support,medium,en,Technical,Security
Request,Customer Service,medium,en,Feedback,Sales
Incident,Technical Support,high,de,Security,Breach
Request,Customer Service,low,de,Feedback,Documentation
Request,Customer Service,high,en,Customer,Guidance
Request,Technical Support,high,de,Technical,Product
Request,Billing and Payments,high,en,Billing,Payment
Incident,IT Support,high,en,Crash,Database
Change,Technical Support,high,de,Security,IT
Change,Customer Service,low,en,Security,Data
Problem,IT Support,medium,en,Technical,Customer
Request,Customer Service,medium,en,Feature,Documentation
Problem,Technical Support,high,de,Technical,Integration
Problem,Technical Support,low,en,Technical,Bug
Change,Technical Support,high,en,Security,Alert
Incident,Customer Service,high,en,Crash,Platform
Incident,Technical Support,medium,en,Security,IT
Incident,Technical Support,high,en,Incident,Security
Problem,IT Support,high,de,Security,Feedback
Request,IT Support,medium,en,Technical,Product
Incident,IT Support,low,de,Technical,Security
Problem,Billing and Payments,medium,en,Billing,Payment
Change,Technical Support,high,de,Security,Feedback
Request,Customer Service,medium,de,Customer,Marketing
Incident,Customer Service,medium,en,Technical,Billing
Incident,General Inquiry,high,en,Security,IT
Incident,Technical Support,low,en,Bug,Hardware
Request,Technical Support,high,de,Customer,Integration
Change,Product Support,high,en,Feature,Feedback
Problem,Technical Support,high,en,Technical,Bug
Request,Technical Support,medium,en,Technical,Product
Request,Billing and Payments,high,en,Feedback,Performance
Request,Billing and Payments,low,en,Billing,Payment
Incident,Product Support,medium,en,Technical,Security
Incident,Technical Support,high,en,Login,Issue
Request,Product Support,medium,en,Feedback,Product
Request,Service Outages and Maintenance,high,de,Customer,Integration
Request,Returns and Exchanges,medium,en,Security,Documentation
Change,IT Support,medium,en,Feedback,Sales
